reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
032cd3ee-8994-45ba-9f1d-0cd98ae8bfc2,Malika Najwa,https://play-lh.googleusercontent.com/a/ACg8ocID2t32dYkNpMcuiqNOtnDTXhzYI4pbPW37Y_6GA32A43-cJQ=mo,bagus kadang ada kendala juga,4,0,5.28.0,2025-09-26 02:00:55,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-26 02:05:06,5.28.0
0e8d0abd-fe3f-4974-9464-80a73b0be971,Murakip,https://play-lh.googleusercontent.com/a-/ALV-UjXnYFghV1NoUVFv_IKBPuf6lHnQ1RPsTtaWfkraoGMeo8Mfywig,Telah lama saya menggunakan Traveloka terutama untuk pemesanan tiket pesawat Surabaya-Balikpapan dan sebaliknya. Keberadaannya sangat membantu.,5,0,,2025-09-25 23:12:49,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 23:35:07,
733403b9-2810-4d3b-a9a9-adffc10c90f5,Dian Yanuarsih,https://play-lh.googleusercontent.com/a-/ALV-UjV0UUVOAH-dC1zK-ObCTZD6pLgBofMEZmsgAdfPnhOXRg6yAk4,"Ada limit tapi tidak bisa digunakan, hmmm",1,0,5.29.0,2025-09-25 18:10:43,"Hai Dian, kami mohon maaf atas ketidaknyamanan yang Anda alami. Setelah kami cek, tampaknya masalah tersebut telah teratasi di nomor kasus 445xxx55. Kami telah mengirimkan pesan di pesan aplikasi untuk membahasnya lebih lanjut dan memastikan tidak ada kendala lagi. Terima kasih atas masukan Anda. Kami berharap dapat membantu Anda lebih lanjut. -AL",2025-09-25 18:43:31,5.29.0
257247c3-4f7a-450f-b927-b4e620633474,Wanjay,https://play-lh.googleusercontent.com/a/ACg8ocKRgEe96XQN5y-faeUjLB4HJjeqPkkFM_BL091tP7ttKkYT9Q=mo,Oke,5,0,5.28.0,2025-09-25 17:10:25,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-09-25 17:35:09,5.28.0
22aa3426-da64-40f4-9ae6-0755186657f7,Nata Bems,https://play-lh.googleusercontent.com/a/ACg8ocI7fYsyFrTMf-ah3cpQUhZRNwOffaiT28_d7esHGCtDaA5GtA=mo,puas,5,0,5.28.0,2025-09-25 15:44:40,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 16:05:15,5.28.0
407a3043-9370-4e7f-86e7-62f82e084619,Arief Rianto,https://play-lh.googleusercontent.com/a/ACg8ocL7K3mAkCgE5P9pOJ1A4YgIJ4bIAihQtaUEqVQIWvf6Ax6Ls5I=mo,fake hotel nya,1,0,5.29.0,2025-09-25 15:03:47,"Hai Arief, kami mohon maaf terkait masalah dengan pemesanan Anda. Sayangnya, kami tidak dapat menemukan kasus yang sesuai dengan deskripsi Anda di sistem kami. Untuk membantu kami memahami kendala yang Anda alami, silakan hubungi kami melalui email cs@traveloka.com. Tim kami siap membantu Anda dan mencari solusi terbaik. Terima kasih. -AN",2025-09-25 15:24:29,5.29.0
524e06f2-60ca-4ce4-9e7d-6d1ed58d56ee,Supri Yono,https://play-lh.googleusercontent.com/a/ACg8ocL40bLzl_R72zb5dzwKwgyPFuzTLhONwdTjYinaCZOa6epHxQ=mo,Mudah dan cepat,5,0,5.20.0,2025-09-25 14:35:34,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 15:05:14,5.20.0
3f081e82-3bba-4e88-8ec6-97ec27efda9b,Andi MND,https://play-lh.googleusercontent.com/a-/ALV-UjXj97rC7B51V0iTA0o6Gnl4PYznqB9Bip6i2wnac_N2MdKvuz_l,bayar cicilan lancar malah d bekuin hahaha oke klo gitu mainnya 😉,1,0,5.28.0,2025-09-25 14:21:22,"Hai Andi, kami mohon maaf karena Anda tidak puas dengan layanan kami. Saat ini kasus yang Anda maksud tidak ada dalam sistem kami, namun kami ingin membantu menyelesaikannya sesegera mungkin. Silakan hubungi kami melalui cs@paylater.co.id pesan aplikasi untuk pengecekan lebih lanjut. Terima kasih atas pengertian Anda. -MP",2025-09-25 14:40:16,5.28.0
a1c42746-c32b-4f92-9d50-613b8d370c35,Wardah Jannah,https://play-lh.googleusercontent.com/a/ACg8ocIOQol36oeBgfCHwLL5fdErAeDr8Uu59XURE6zi97vqRtAyyw=mo,"kenyamanan bus, keramahn supir",5,0,5.26.0,2025-09-25 13:52:58,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 14:05:06,5.26.0
3e2ebfe4-ec7d-4756-ac0e-46401a8f1b21,Tecno,https://play-lh.googleusercontent.com/a/ACg8ocKYu-Jeuhq3etyQ9sspqtRcyHsXh6MvTgetTMu1evc6OIdI=mo,"murah,mudah, cepat.mantap",5,0,5.28.0,2025-09-25 13:19:56,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 13:35:06,5.28.0
d85ec2c3-d572-4358-a6a1-80752edb6501,Hermansyah Silitonga,https://play-lh.googleusercontent.com/a/ACg8ocKJpnqye4hKcaYZPZqMB1j5MI-yJgNuhN02lpsyVMbvjgduwA=mo,mantap.. cepat,5,0,5.21.0,2025-09-25 13:18:40,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 13:35:08,5.21.0
3c8810ba-3311-437d-917d-cb7757003238,Meisyadri Fhalima,https://play-lh.googleusercontent.com/a/ACg8ocKqsee9MdpddqMspEL562IXd-iVMTQX1Akh4uMsGwkISyG5uA=mo,"mantap sekali, 3 tahun sudah langganan terimakasih Traveloka",5,0,5.28.0,2025-09-25 11:49:14,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 12:05:08,5.28.0
2eb58ab0-2cbe-4f65-9cda-2c942951217c,Syachdar Ali,https://play-lh.googleusercontent.com/a-/ALV-UjWzugtKWJ0Q7R_3Tlmh_yzJiKZzE1pwl6V_dFag6nN8zMCxofc,"Traveloka,saya mengajukan refun dri(1)bulan yang lalu, tapi uang sya belum di kembalikan jg, tambah buruk trafel nya",1,0,5.28.0,2025-09-25 11:22:17,"Hi, Syachdar. Terima kasih sudah mempercayai Traveloka sebagai mitra perjalanan kakak, ya. -MY",2021-10-16 00:35:04,5.28.0
3835abfc-4e2d-4d9d-93c0-f6be09056b01,ida pertiwi,https://play-lh.googleusercontent.com/a-/ALV-UjVMj83hdJT2Jrb9lJ9t1xSCaRlc7VuGk_dJ5ujsYaqgrZIj2gs,"Scam banget traveloka ini. bayar hotel pake tpaylater cuma 1 bulan. tiba2 di sistem berubah jadi 12 bulan!!! CS jawaban sangat lama dan lambat. Tidak bisa menjawab permasalahan. Jawab pertanyaan saya dengan perkiraan ""sepertinya"". Kalian ga punya SOP kah?? So shame 👎",1,0,,2025-09-25 11:22:08,"Hai Pertiwi, kami mohon maaf atas ketidaknyamanan yang Anda alami. Setelah kami cek, tampaknya masalah tersebut telah teratasi di nomor kasus 443xxx26. Kami telah mengirimkan pesan di pesan aplikasi untuk membahasnya lebih lanjut dan memastikan tidak ada kendala lagi. Terima kasih atas masukan Anda. -AL",2025-09-25 11:57:42,
220f2556-8b44-4673-85b7-d6d96c8035ff,Kakak Adit,https://play-lh.googleusercontent.com/a/ACg8ocK1_tnjYDc_tNR06gPR-oLkGE3h4jyRUV-m5GbMQEJe_hcx8Q=mo,layanan cepat dan mudah,5,0,5.28.0,2025-09-25 10:52:28,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 11:05:06,5.28.0
2b11cc0e-28ff-47d3-85d9-e4f49334906f,Syafriadi Nurdin,https://play-lh.googleusercontent.com/a/ACg8ocKfoEMsH2lUDZkTkzsbMIgVzA2GCUC-M0NUjr3ASSTi-hJhPQ=mo,"kecewa dengan pelayanannya, saya minta refund tidak dikembalikan dan proses ribet, bukan masalah nominal, tapi kesalahan dari pihak anda, tapi kami sebagai pelanggan yang terbebani dan kehilangan dana, cukup sebatas ini saja untuk pemesanan tiket disini saya kecewa, saya kedepannya lebih baik pindah ke aplikasi sebelah saja. terimakasih",1,35,5.28.0,2025-09-25 10:33:59,"Hai Syafriadi, kami mohon maaf terkait masalah dengan pemesanan Anda. Jangan khawatir, saat ini tim kami sedang berupaya mengatasinya. Kami akan menyelesaikannya melalui nomor kasus 44XXXX29 dan mengabari Anda melalui email hingga masalah tersebut terselesaikan. Terima kasih atas kesabaran Anda. -AN",2025-09-25 10:46:58,5.28.0
b13cf968-1cac-4843-aa02-3b05544ae723,Yoga Arya Walantara,https://play-lh.googleusercontent.com/a-/ALV-UjXyxOOPs2NbVsLw42LUcN9xuaM3oerdffa0oYLc7VCFcqZtKVhI,2 bulan terahir ke na downgrade sama aplikasi ini paylaternya. saya gak pernah telat bayar cuma kadang pakai dari 50 ke 35 hari ini ke 25. Agak Sampah juga sistemnya.,1,24,5.28.0,2025-09-25 09:46:52,"Hai Yoga, kami mohon maaf terkait masalah yang Anda temui. Sayangnya, kami tidak dapat menemukan kasus yang sesuai di sistem kami. Untuk membantu kami memahami kendala yang Anda alami, silakan hubungi kami melalui cs@paylater.co.id. Tim kami siap membantu Anda dan mencari solusi terbaik. Terima kasih atas kesabaran Anda. -BM",2025-09-25 10:47:53,5.28.0
a5f5d462-9be9-4d6c-9b96-05559bd4a8cc,Singgit Suwandi,https://play-lh.googleusercontent.com/a/ACg8ocJcw-MDrLezSVWCWiYWSC7emJrK6jJn-1gGaz0k4yJ8-VBi4Q=mo,sudah sering pakai aplikasi ini tapi belum pernah merasakan diskon nya.,5,0,5.28.0,2025-09-25 09:11:07,"Hai Singgit, mohon maaf jika promosi terbaru kami tidak memenuhi harapan Anda. Kami menghargai masukan Anda dan berharap Anda terus menggunakan aplikasi kami untuk mendapatkan informasi terbaru tentang promosi menarik lainnya. Terima kasih telah memilih Traveloka. -AN",2025-09-25 10:01:39,5.28.0
96aa7c43-3062-4c93-ae03-0ee0b8fa70d8,Sodikun 11,https://play-lh.googleusercontent.com/a/ACg8ocInb8Eb4UI8_BGsXrvuukI9BPl-CMbsFYz2qcBi3Zp7ccOYVQ=mo,"Traveloka memang mantap, mempermudah perjalanan dan juga pembelian tiket",5,0,5.29.0,2025-09-25 07:43:25,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 08:05:13,5.29.0
29e0038a-7c5b-418e-aec0-47fe891704c8,nunky maryono,https://play-lh.googleusercontent.com/a-/ALV-UjUyCRhXJ24c2zdDyYVLt2-b6HOPi7ZCZM-tBJHvRNRGmDnsq_vCww,mantab,5,0,5.29.0,2025-09-25 06:18:47,"Hey there! We are so grateful for your support. We hope you continue to enjoy our products and offers. If you have any additional feedback or suggestions, feel free to chat with our Customer Service by tapping the chat bubble icon at the top right of the Traveloka App homepage. Our team would be delighted to assist you. Thank you!",2025-09-25 06:35:08,5.29.0
252211f9-033f-48c7-845e-a104e2df1df3,Novita Tielung,https://play-lh.googleusercontent.com/a-/ALV-UjW5_w271jkSH2izA8gZPdRrHeEqRCmGrB9V3N1lg7XKhaDqC0A,semuanya kena pajak dari tiket Ampe tiba di rumah😔😔😔,3,0,5.28.0,2025-09-25 05:47:17,"Hai Novita, mohon maaf atas ketidaknyamanannya. Sayangnya, kami tidak dapat menemukan kasus yang sesuai dengan deskripsi Anda di sistem kami. Untuk membantu kami memahami kendala yang Anda alami, silakan hubungi kami melalui email cs@traveloka.com. Tim kami siap membantu Anda dan mencari solusi terbaik. Terima kasih. -BM",2025-09-25 07:00:45,5.28.0
65d724d2-683c-4483-bf2e-5205eab3b3bb,Loa Bakung's F.C,https://play-lh.googleusercontent.com/a-/ALV-UjXelMd_819heNkAbnhLBTjOF2LV39zMs7TVBnyQUbL8FYgJlBU2,beli tiket sewaktu waktu mudah sekali.,5,0,5.28.0,2025-09-25 05:06:22,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 05:35:09,5.28.0
b2aeb959-1984-459a-b608-94bdfe578c78,Ridwan Hadisantoso,https://play-lh.googleusercontent.com/a/ACg8ocK7wZ7DuTtDuau3lJbH4OHT3HCf7vVRhbo5_1XOa6xorxRwmg=mo,nice mudah dan kapansaja dimana saja,5,0,5.28.0,2025-09-25 04:56:11,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 05:05:07,5.28.0
4201af69-c0cc-4a4a-b3a9-8081b10d4dce,M Yudi Hazairin,https://play-lh.googleusercontent.com/a/ACg8ocL6GoeS4HvW75p4ofG39ACXT889dMm8HYXLUbrKLLCLN2hFMw=mo,"memudahkan tuk merencanakan bepergian, baik tuk bisnis, wisata bersama keluarga atau lainnya",5,0,5.28.0,2025-09-25 03:49:38,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-09-25 04:05:10,5.28.0
f77d80c0-daa1-4ad4-94f8-e8df82d7b104,Dani,https://play-lh.googleusercontent.com/a-/ALV-UjVVoKf7d4pq5fP1Y6UCWpIQKbNnF_cJRWkamS-VBvLLFWGLH9bK,sangat membantu dlm pesan hotel dan apartemen,5,0,5.28.0,2025-09-25 02:57:26,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 03:05:07,5.28.0
e2948b3a-0663-48ed-b0c8-071b8bacd3a7,Efram Efram,https://play-lh.googleusercontent.com/a/ACg8ocIpKczFkMfzpu23_zp4PR8HDsLxXOuEuxno3yZ1r1QAjH3yEf7z=mo,punya sy gk bisa cari tiket pesawat kenapappppppliiiii,1,0,5.0.1,2025-09-25 02:14:17,"Hai Efram, mohon maaf atas ketidaknyamanan yang Anda alami dengan aplikasi kami. Kami memahami kekecewaan Anda dan ingin membantu lebih lanjut. Mohon kirimkan screenshot terkait melalui email cs@traveloka.com untuk membantu kami menyelidiki masalah ini dan memastikan pengalaman yang lebih lancar di masa mendatang. Terima kasih. -EA",2025-09-25 03:03:08,5.0.1
2f453e95-1995-4e9b-bc8e-0c3b4ee55ec1,Muhamad Amin Sadiqi,https://play-lh.googleusercontent.com/a-/ALV-UjWoKYT4n7xA_clWkaEYaoeVES3x3DBN_Exul1OFe2bnscmFDqXKDA,pelayanan cepat n praktis,5,0,5.29.0,2025-09-25 01:26:24,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-25 01:35:07,5.29.0
0011eef0-42ce-4335-a951-1c5cadb0dd97,Cahyo Winarko,https://play-lh.googleusercontent.com/a-/ALV-UjVnQzWKRRSsamk6roeEuhCla1N3x12cf9belZPdH2elkrxkEq2Q,"Traveloka memang sangat baik untuk keperluan hotel, naik kereta, naik pesawat terbang trims 🙏🙏🙏",5,0,5.28.0,2025-09-24 20:23:59,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-24 20:35:07,5.28.0
4c47e875-36a8-46c8-9a6f-e6d581840cba,murtadho tea,https://play-lh.googleusercontent.com/a/ACg8ocIgsxoPPw_FspHgGJBjtpfYA14rBXsicUE-T6btBNWAc-ap1Q=mo,membantu,5,0,5.28.0,2025-09-24 17:36:13,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-09-24 18:05:06,5.28.0
cef3fc5a-1490-4abf-abba-a3e94db1124a,Umar Said,https://play-lh.googleusercontent.com/a/ACg8ocIStd8GlKX1SYHAEcBO0sMEw-8ll2ZoN_Bv-6jYwb0aPlfBJw=mo,"aplikasi jebud....parah beli tiket pesawat harga 2 jt lebih pas di refund malah gak bisa,,, ilang duwitnya... aplikasi asuuuuu",1,0,3.92.0,2025-09-24 16:00:12,"Hai Umar, mohon maaf atas ketidaknyamanannya. Pada dasarnya ketentuan refund mengikuti kebijakan dari pihak maskapai yang bisa Anda cek pada e-ticket yang telah kami kirim melalui email dan pada saat Anda melakukan pemesanan. Untuk membantu kami memahami kendala yang Anda alami, silakan hubungi kami melalui email cs@traveloka.com. Terima kasih. -DK",2025-09-24 16:29:59,3.92.0
a6ff5125-7a7b-4179-b8c4-fd4660b8d8f6,wiwiek angraini,https://play-lh.googleusercontent.com/a/ACg8ocJ02g3EA8LkZNvddYYTWqHY7LGRUjF86k05xX47LBoz7B8cmQ=mo,"Saya kasih bintang 3 dulu untuk app pembaruan. Saya bingung kenapa harga tiket yang ingin saya beli bisa menjadi 2x lipat saat final transaksi ya. Misalnya harga tiket 900rb bisa menjadi 1,7jt saat checkout. Tolong dijelaskan, saya merasa sangat dirugikan klu transaksi nya diluar hitungan seperti itu.",3,0,,2025-09-24 15:17:46,"Hai Wiwiek, kami mohon maaf atas kekecewaan Anda. Tim kami senantiasa berusaha sebaik mungkin untuk memberikan harga paling kompetitif. Namun, penetapan harga di platform kami juga bergantung pada mitra. Kami menghargai masukan Anda dan akan terus meningkatkan penawaran kami. Terima kasih telah memilih Traveloka. -AN",2025-09-24 16:18:44,
d4e07563-5ac1-48c8-a31a-c981a8b3994a,Fajri Rafiol,https://play-lh.googleusercontent.com/a-/ALV-UjVyC4t3aHGQiVyrfMqutipaIDToPBjJKBRa_jP-bLJTenlc2Mv1,"penipuan pihal traveloka, limit dan pengajuan paylater disetujui tapi tidak bisa digunakan",1,0,5.28.0,2025-09-24 13:47:21,"Hai Fajri, kami mohon maaf terkait masalah dengan TPayLater Anda. Jangan khawatir, saat ini tim kami sedang berupaya mengatasinya. Kami akan menyelesaikannya melalui nomor kasus 44XXXX75 dan mengabari Anda melalui pesan aplikasi Traveloka hingga masalah tersebut terselesaikan. Terima kasih. -AN",2025-09-24 14:21:36,5.28.0
